"id","date","type","feature_type","feature_subtype","description","detail","lon","lat"
1726,2022-10-31 19:51:51,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Plusieurs automobilistes roulent trop rapidement sur cette rue.","vehicles - speed makes uncomfortable",-75.6835518019777,45.5020077068953
1727,2022-10-31 21:57:50,"hazard-concern","side walk infrastructure issue","other","Garage pail at bus stop overflowing with dog poo bags. Yuck!","side walk infrastructure issue (other)",-123.408752442808,48.4545040179912
1730,2022-11-01 20:09:00,"hazard-concern","crossing issue","crosswalk needed","Pour aller au IGA, plusieurs personnes s’aventurent dans la rue pour traverser du nord au sud et vice versa apres les emplettes. Aucune traverse piétons et aucun stop ou lumière. Le lieux est tres achallandé autant des autos, camions de livraison et pietons! Dangereux!","crosswalk needed",-73.6061962542798,45.5380741016093
1744,2022-11-02 16:36:45,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Les gens roulent rapidement sur l'avenue de la Drave, de nelligan jusqu'à st-rené. Les livreurs (benny's, gabriel pizza, pizza marie, etc), sont à blâmer de même que certains réisdants. La police a proposé de prendre en note les infractions et les plauqes d'immatriculations, mais ceci a mis la sécurité de certains en danger, ayant dû faire face a de l'intimidation de la part des fautifs. ","vehicles - speed makes uncomfortable",-75.6935705347402,45.483509077529
1745,2022-11-02 16:36:45,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Les gens roulent rapidement sur la rue nelligan et ernest-gaboury. Les livreurs (benny's, gabriel pizza, pizza marie, etc), sont à blâmer de même que certains résidants.  ","vehicles - speed makes uncomfortable",-75.6974923602727,45.4866802986227
1746,2022-11-02 16:36:45,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","les gens arrivent rapidement à l'approche de la rue troyes. certains résidants doivent freiner d'urgence à la sortie de leur entrée.","vehicles - speed makes uncomfortable",-75.6965023069536,45.4862701461328
1747,2022-11-02 16:36:45,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","les gens arrivent trop rapidement sur l'avenue de la drave en direction sud; ","vehicles - speed makes uncomfortable",-75.6918422327773,45.4871873669814
1749,2022-11-02 16:36:45,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","les gens arrivent rapidement de la rue troyes, lorsqu'ils tournent à droite sur bocage.","vehicles - speed makes uncomfortable",-75.7005822252547,45.4850665219586
1750,2022-11-02 16:36:45,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","les gens prennent beaucoup de vitesse sur la rue vaive en direction bocage.","vehicles - speed makes uncomfortable",-75.7000202598334,45.484403582303
1751,2022-11-02 16:36:45,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","les gens prennent de la vitesse après l'arrêt au coin de rouville et de la drave. avant, les gens avait un meilleur sentiment de sécurité au coin de faribault et de la drave car l'arrêt y était","vehicles - speed makes uncomfortable",-75.6915186002196,45.4837304967189
1752,2022-11-02 16:36:45,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","les gens qui sortent ou se rendent à la garderie située au bout de la rue nelligan parfois conduisent trop rapidement. de plus, les gens se dirigeant sur nelligan vers de la drave, aussi arrivent trop rapidement et ce, en dépit du passage écoleier-piétonnier.","vehicles - speed makes uncomfortable",-75.6953740826569,45.4819090513239
1754,2022-11-02 16:36:45,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","les gens circulent rapidement sur la rue. quelques personnes ont été intimidées après avoir dénoncé la vitesse.","vehicles - speed makes uncomfortable",-75.6928421788083,45.4828480465619
1755,2022-11-02 16:36:45,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","les gens prennent beaucoup de vitesse soit en direction de l'avenue de la drave ou du boul. de l'hôpital.","vehicles - speed makes uncomfortable",-75.6899003332084,45.4838322810926
1756,2022-11-02 20:06:48,"hazard-concern","crossing issue","signal - pedestrian interval too short","on the bike lane side of this intersection, the pedestrian crossing time is way too short. i’m a quick walker but have to sometimes jog to make it. i frequently see pedestrians stranded in the middle of the crosswalk. ","signal - pedestrian interval too short",-123.361676163615,48.4277253509469
1758,2022-03-31 13:54:00,"hazard-concern","weather related or seasonal","snow","This official city entrance to Emerald Plaza is often blocked by snow storage from the parking lot of the mall. A tiny dangerous unmaintained path remains over frozen stored snow.","snow",-75.7324616375793,45.3556278765048
1759,2022-06-15 13:54:00,"hazard-concern","crossing issue","crosswalk needed","This is the Trans Canada Trail crossing Eagleson and there is no safe crossing in the desire line","crosswalk needed",-75.87014398333,45.2919898857183
1762,2022-11-04 02:57:55,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","les gens circulent rapidement d'est en ouest sur bocage","vehicles - speed makes uncomfortable",-75.6983907996504,45.4824447884231
1764,2022-11-04 19:12:56,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Very poor condition of bulb out . Many tripping hazards","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-75.6791686317243,45.4224262008761
1765,2022-11-04 19:12:56,"hazard-concern","side walk infrastructure issue","uncomfortable service (for wheelchairs, etc.)","Curb cut does not align with cross walk","uncomfortable service (for wheelchairs, etc.)",-75.6799569922546,45.4220538033689
1766,2022-07-27 12:47:00,"hazard-concern","safety/comfort concern","other users - bicycle","La chaussé est trop endommagé ce qui oblige les vélo à zigzaguer pour éviter les trous et rends la section de route (2-3 km) extrêmement dangereuse à naviguer avec les voitures qui ne peuvent pas dépasser ou tente tout de même de le faire et empêche les vélos d'être en mesure d'éviter certains trous dangeureux.","other users - bicycle",-75.8974671826017,45.6124082296019
1768,2022-11-05 20:19:00,"hazard-concern","safety/comfort concern","other","Starting at this point, and ending at the mall, the paint for the bike lanes gets extremely spotty. There's a sign up, saying that it's a bike route, but it isn't maintained at all. There's a ton of leaves in the lane that I had to dodge during the entire ride. There's also almost no space between the lane and the cars parked on the side, so being doored is a constant worry.","safety/comfort concern (other)",-125.000335561135,49.6884316841176
1769,2022-11-05 20:20:00,"hazard-concern","safety/comfort concern","other","Tons of leaves and pinecones on the road, making it tough to cycle. I had to dodge a lot the other day.","safety/comfort concern (other)",-125.007626635262,49.6878114650295
1773,2022-11-04 06:36:00,"hazard-concern","safety/comfort concern","personal safety - harassement or unwanted attention","Access to Parnell Train Station platform 2 from the Carlow Park side requires walking through a secluded underpass near an unpopulated and densely forested area (Auckland Domain) and through a car park. This feels unsafe during evenings and when it’s dark","personal safety - harassement or unwanted attention",174.777201083599,-36.8552126396172
1774,2022-11-02 12:10:00,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Cars coming from the highway comes really fast and there is no real signs ","vehicles - speed makes uncomfortable",-79.3344440636721,43.7391580106976
1777,2022-11-07 13:28:47,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","The sidewalk between the fire hydrant and the pedestrian button is all chewed up and uneven. Impossible to access the button with mobility devices, and the position of the hydrant means winter clearing will block it to everyone.","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-75.6847624172348,45.4244789971187
1778,2022-11-07 13:28:47,"hazard-concern","side walk infrastructure issue","other","Twizzies point visually impaired pedestrians in the wrong direction","side walk infrastructure issue (other)",-75.6813647825965,45.4236839908132
1781,2022-11-07 14:04:01,"hazard-concern","safety/comfort concern","other users - bicycle","Aucune piste cyclable ","other users - bicycle",-75.719679889755,45.52081675096
1782,2022-11-07 13:28:47,"hazard-concern","safety/comfort concern","other","Pathway to the Corktown bridge crossing is very dark and bumpy and steep. Inaccessible but also not pleasant to walk in alone.","safety/comfort concern (other)",-75.6871493651807,45.4226615214893
1783,2022-11-07 13:28:47,"hazard-concern","side walk infrastructure issue","obstruction - parked vehicles or delivery vans","Parking lot regularly parks vehicles with their front bumpers hanging over the sidewalk, cutting down pedestrian space.","obstruction - parked vehicles or delivery vans",-75.6887411696204,45.4191435382662
1784,2022-11-07 13:28:47,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Sidewalks at this intersection are uneven and cracked and the curb cuts are not smooth. Very difficult to get over with a stroller. Someone will twist their ankle here!!","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-75.6893663537509,45.4199686641848
1785,2022-11-07 14:04:01,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Vitesse excessive en tout temps
•	Extrêmement difficile de simplement sortir de notre entré de maison pour aller porter ou chercher les enfants à l’école ou tout simplement sortir tout court.  
•	Il passe une quantité incroyable de voitures, mais également à une vitesse inacceptable, sans compter les motos qui viennent faire des ‘’Whelley’’ en été… ","vehicles - speed makes uncomfortable",-75.7196631588249,45.5207316837864
